Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,transaction_id,customer_id,merchant_id
161085.0,1.98325291151512,-0.176807740733589,-0.234645137981107,0.420610337069457,-0.524881189833784,-0.517921811562471,-0.426280051309952,-0.0854395698069085,1.05851529839464,-0.202975207992591,-0.294907879396714,1.25553145096294,1.26884721695795,-0.273232568898197,0.534121068062057,0.0551008512483553,-0.504026461639276,-0.429214343458172,-0.206821960090033,-0.145294867996601,-0.152294399629295,-0.250782014068172,0.44513863310243,1.13343331857583,-0.41436600047755,-0.684324797297043,0.0399918203427566,-0.018517661031306,0.12,263729,729,29
144921.0,-0.668908046870365,1.40170029057155,-0.105966303144155,-0.697901518562658,0.250835111404317,-1.09601707903157,0.845909067530717,0.0147048709893808,0.223831573175884,0.170663516831,-0.783797746468031,0.572654938716788,0.652396632793479,-0.0370043113162713,-0.40093237634958,-0.183384317013913,-0.339960714995487,-0.934500265586506,-0.219556828647806,0.205583026519284,-0.319117387239124,-0.52588198067094,0.111329381367812,-0.011752963429537,-0.381610549624454,0.124993185685782,0.179491951255142,-0.0682166120572108,1.98,227066,66,16
130476.0,-0.631969610204353,1.74979181202065,-0.0570288671070935,0.957674412320149,1.56679166519055,-0.287978304025533,1.77829057811025,-0.349137757153415,-1.306805424559,-1.00485672956993,-0.416354166721402,0.227494805135946,1.21625162740896,-1.37325924727872,-0.0746920648627992,-0.740965223324866,1.28226689097754,0.177243510896367,0.746549677557815,0.153868446494229,-0.0090913172870746,0.144829322514704,-0.615695754404315,0.540801162946913,1.18980171412918,-0.228099504601666,-0.0490046245395237,0.0822453182727792,46.03,194199,199,49
142929.0,-2.13082266661221,0.266708760379985,0.297901106380326,-0.66642463740455,-0.767904132312503,-0.341857234138766,-0.258018966250317,1.03125449828111,0.299701280367631,-0.81051644441436,-1.5722441136093,-0.705992635517878,-1.2645855163671,0.676905714089668,0.708067210050708,0.903688189289764,-0.342557405783096,0.537969120636869,-0.526229828609708,0.100260980684734,0.256299175822901,0.379705226951017,-0.172082419220044,0.756947770343128,-0.0625820190261687,0.646321386475463,0.214136200136683,-0.0197550579627538,116.1,222324,324,24
57976.0,0.947075405033982,-0.402151918760947,1.15021075039783,0.53189994800454,-0.197879592429476,2.06061510063295,-1.03587164532409,0.797776311399905,0.600675687083981,-0.273908195231122,1.98301916477304,1.6891725676992,0.233924868341671,-0.158635901958318,0.550220336213586,-0.922873633277691,0.758833679031449,-1.72702113320938,-1.30465680010238,-0.199068249954402,0.0851133367706021,0.566003640597267,0.13937738209872,-0.97301201483922,-0.0796383366576821,0.426818824261013,0.0863702956462983,0.0034521727996835,11.5,79342,342,42
123155.0,-0.935040573555789,0.569335840072135,-0.535865112621795,-1.11305513153469,1.55387135686638,1.63913874714193,1.04866082699472,0.337601235113206,0.0559325146028473,-1.46573144038451,0.983403460416769,0.423096674351013,-0.448414860517294,-1.35500939814982,-0.332441321170977,-0.436927246064037,1.26459201070543,-0.409946553421058,-0.489228121958548,-0.345212684432419,-0.119259918084817,-0.0464089583639314,-0.23083045458762,-1.0450480883522,-0.33665890698331,-0.066528495888406,0.0451490223617755,0.108687455392532,140.23,177381,381,31
45021.0,1.26193896453289,-0.0489785986948039,0.262611505902336,-0.108694883973827,-0.478883938780004,-0.749469209325211,-0.108728036828612,-0.045550200160921,0.375405010992735,-0.20940040512648,-0.173804438175735,-0.279411724188077,-1.09229487575176,0.526919612727447,1.42468419880006,-0.0271416572156289,0.0803032799619612,-0.973110305252071,-0.183133198491367,-0.183152235048165,-0.21842652222207,-0.642301986145487,0.157236341689145,0.0973937765372687,0.0605900606490049,0.880573662662008,-0.0778256435895789,-0.0021088008916586,0.0,51584,584,34
143487.0,1.72377920430123,0.135255153217922,-2.19548500278434,1.48938229531871,0.645477589578839,-0.646732735639021,0.345495814424737,-0.0161831526525021,0.110796423371439,-0.543314906806477,1.43917432189275,-0.159706527737511,-1.6104820900759,-1.35698544839309,0.0603950706057122,0.944214383733714,1.13916436788354,1.10004895709397,-0.444213151977119,-0.0217049601969555,-0.250709671330646,-1.02354151132293,0.211189032191307,0.401783099952183,-0.215074034707225,-0.979091413793957,-0.0016120521541941,0.0230493439464117,123.1,223697,697,47
63373.0,-0.806212049247073,1.28614093526749,2.13190321345919,2.42666020122708,0.527859741847686,0.491777543488194,0.629644974617515,0.006173784200252,-1.58427186971679,0.343816701817262,2.00040812206231,0.279711157572752,0.452570322065819,-1.18087844342788,0.734448805463828,0.45110552703695,0.541504194512024,0.724755310506078,-0.307684105616877,0.168620029592635,0.20429418545408,0.746959949327177,-0.377364512159605,0.161263077044756,0.144791599635789,0.266678894304801,-0.165011887004701,-0.135967012672392,39.62,91237,237,37
153313.0,2.08360056969347,-1.02647736134728,-2.54841078602248,-1.65983142856528,1.60686521758446,3.41602389135272,-1.50286789059183,0.936277002642686,-0.0977326631484243,0.0888689299977769,0.433015464499369,-0.730016796152724,0.0421892485400037,-1.90965823252127,0.749632446751976,1.59235501946143,1.28931045094573,-0.573890285069964,0.0692218716298708,0.153720076975984,0.250363762305758,0.650992234608857,0.124440003537571,0.605156608630287,-0.119921111079701,-0.069451215045095,0.0443860387643525,-0.0140946308765924,39.99,246753,753,3
38584.0,1.29649994576909,0.089406616857366,-0.439651957288603,-0.413801187707122,0.175366707440838,-0.923314604392242,0.517980446737693,-0.414907525715851,-0.257492115458875,-0.238081735882484,-0.606711322598625,0.795845951770935,1.7264109254662,0.0964180598394448,0.712890412116519,0.227815846528285,-0.514199554271764,-0.996464261261349,0.688622172724462,0.163833299285268,-0.406363150844528,-1.23881036480037,0.0034984448137614,-0.367529074570909,0.273145574660471,1.1270236836771,-0.136267538045868,-0.0032542549701194,53.9,36541,541,41
118766.0,1.84255381505373,-0.515078173141166,-1.59095387264443,-0.0782742498965734,0.72330518826517,0.905106452021027,-0.170880130563583,0.213085343293784,0.296555252190391,0.14141097217082,1.02161264363654,1.08133804277544,0.343769412640396,0.482493690457877,0.477239683850745,-0.544572083615231,-0.0696328440276895,-0.896326192190669,-0.770038947601575,-0.139528577263827,0.402242355034863,1.30491340167112,-0.0619946384901347,-1.52673732476659,-0.050001903743313,0.980495315980411,-0.0455706040383782,-0.0876223552037137,60.0,167573,573,23
68598.0,-2.9558432453887,0.25497942638828,-0.860260301882045,-1.83303757801193,1.42165760291877,3.1023310002615,-1.033981170228,2.07543242726403,-0.671140986540907,-1.26473897710985,-0.6188270280962,0.221404982906101,0.229006642533237,0.935607018873892,0.876438947522951,1.45947203755263,-0.673336579186019,0.197527444480203,-0.161860036077226,-0.457341893619191,-0.0945187069962412,-0.933101998337181,-0.118323757350632,1.06079157711285,0.203317275178402,0.6852848798357,-0.599281731886195,-0.503808482070113,22.82,103323,323,23
79152.0,-0.333047097132546,0.732252966694747,1.48429486465137,0.857564326395641,-0.0307431719842976,0.0809416996001981,0.352897097966504,0.355953995506146,-0.461813576929834,0.0067176525267341,0.921064459035922,-0.952961863525592,-3.13808108005169,1.13549658907171,0.985191220889096,-0.0496900049550674,-0.0555358897095445,0.351831026546743,0.410313857601131,-0.19459872273525,-0.0498370642122467,-0.324525720304168,0.117513765258405,-0.10226631407386,-0.78650861529546,-0.599497451788336,0.171371657425912,0.154444059084282,18.29,129604,604,4
145162.0,-0.408882546071456,1.02683025116249,-2.29819080366945,-2.23216989887029,3.56009017495107,2.76879222401018,1.09445082123648,0.525404337901946,-0.290669995894351,-0.0364165819659757,-0.0993291835670015,-0.142588254752783,-0.466246551588931,0.756365244503637,0.278864354284044,-0.80796421469336,-0.534974056006071,-0.535217284936829,-0.251248022306985,-0.0028060371304505,0.218113091072902,0.835553985961603,-0.241091110899067,0.753954401505538,-0.330739601573007,0.0282619065143188,-0.307868061814538,-0.256620240215312,2.16,227669,669,19
67850.0,-1.2308211973963,1.07825883013465,1.83409392098877,1.10963584412941,-0.415935536915619,-0.0974420957655717,0.147350308240957,0.622905197649964,-0.384012713725369,-0.635180001405806,-0.437219179126436,0.398399870860792,-0.264174385780776,0.255131216053721,0.294076443275353,-0.913533349687529,0.805201209272689,-0.779950727834659,0.417455648320533,0.1094990186971,-0.142625200651626,-0.34712153374936,-0.0524410731609571,0.374574781441697,0.29633775575939,-0.383558498487759,0.227758544984393,0.0550668190401468,29.99,101489,489,39
135734.0,-0.888272827165956,1.67520841949354,-1.53692936199811,0.706745677139905,1.80164423085867,0.25087334060322,1.28895174671242,0.131580813101647,-0.736869880042072,-0.0652112074007098,0.175998257281817,0.222985911839296,0.253504910114307,-0.985837952917233,-0.753937151352417,-0.190986436926976,0.717690101360234,1.09541771315394,1.20094978049039,0.21421026859513,-0.0366128670148366,0.336880611523432,-0.336290779163594,-0.456946090448967,0.226107911067288,-0.392759279931318,0.177421039172132,0.0234278650901492,47.72,205409,409,9
10780.0,1.18040370425778,0.103508304104923,0.0029338116367541,1.67789080464597,1.81438458919237,4.37127643145922,-1.21630169279573,1.05087288868794,1.14902541771635,0.243646936536559,0.313249668811895,-2.63523644357561,1.7050792685645,1.26275564355305,-0.409832437584641,1.082809405161,-0.341399292763654,0.790363329190573,-0.896485639858656,-0.0575466900842433,-0.0962997172977028,-0.0770237071420652,-0.0749148507768495,0.951999858557704,0.528070166701333,0.0828275727589031,0.0132739849793168,0.0220430792379126,7.75,7740,740,40
138676.0,2.13532045888983,0.0546632458162649,-1.74121876513427,0.0810760883288606,0.660380627785878,-0.524839577773258,0.258675465362436,-0.327016300144557,0.468491140930695,-0.0225320416817546,-1.15204719422646,0.599977141018321,1.288245329186,0.216030011765003,0.717323126031326,-0.0364406156317761,-0.842447432512336,0.0661578590865725,0.0358937892765541,-0.124543752177268,0.205474973273305,0.779182389720427,-0.0628708450804676,0.14988563685048,0.416861831721431,-0.10517233478183,-0.0183220316217792,-0.0564448372376859,1.0,212013,13,13
155130.0,0.067938364525905,1.53021839159104,-1.89296419361519,-0.0174798547592463,0.859137270633779,-1.15314157381196,0.481726265626515,0.377817874138857,-0.239860063393708,-1.46239026088293,1.17510938484543,-0.157429307135854,-0.732058561256696,-2.04022983055542,0.282072545183239,1.05399985927625,1.66156632864853,2.09595620790731,-0.175731480584524,-0.0934587187580746,0.200371573531604,0.673368582089005,-0.18109523534071,-0.70815431226294,-0.221578125345897,-0.118547474334337,0.194077172298833,0.0373228477444977,1.0,250921,921,21
